company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time
GlobalFinance Corp,chat,2025-06-30 21:01:37,0,3,2,Enterprise,3159.84,34,0,AM_3,Collaboration,40.93476682,46.89145912,Feature Request,Collaboration,0,0,1,1,51.7
InsightlySoft,chat,2025-07-02 9:01:37,1,2,4,Pro,6200.93,55,0,AM_14,"Security,Analytics,Collaboration",31.57194624,35.61001629,Bug,Security,0,0,0,0,20.3
InsightlySoft,chat,2025-07-09 8:01:37,1,3,4,Basic,1166.61,5,0,AM_18,Security,35.97364775,37.44698505,Other,Analytics,0,0,0,0,39.1
InsightlySoft,web_form,2025-07-02 13:01:37,2,5,4,Basic,4668.05,5,2,AM_17,"Integration,Security",43.24247234,26.58274596,Performance,Integration,1,0,0,0,42.5
InsightlySoft,web_form,2025-07-07 13:01:37,0,3,2,Pro,4665.23,55,1,AM_10,Security,30.65821637,33.67973809,Other,Integration,1,0,0,0,29.7
InsightlySoft,email,2025-06-14 18:01:37,0,5,7,Enterprise,5212.02,4,1,AM_14,"Billing,Security,Analytics",66.02342426,37.0231656,How-To,Integration,0,0,0,1,85.7
GlobalFinance Corp,email,2025-07-13 18:01:37,0,4,1,Basic,630.18,51,0,AM_15,Integration,38.04643409,35.0353399,Other,Billing,0,0,0,0,45.6
InsightlySoft,web_form,2025-07-10 15:01:37,0,4,5,Pro,9877.59,41,0,AM_10,Billing,46.10621789,49.83620129,Bug,Analytics,0,0,1,1,62.3
GlobalFinance Corp,email,2025-06-27 20:01:37,1,4,6,Basic,963.85,12,2,AM_10,Billing,49.36368486,25.35227972,Bug,Integration,0,0,0,0,50.3
InsightlySoft,web_form,2025-06-29 22:01:37,0,2,1,Basic,4499.26,35,2,AM_12,Billing,59.0180749,32.92054145,Performance,Billing,0,0,0,0,56
GlobalFinance Corp,email,2025-07-08 23:01:37,2,2,3,Basic,531.31,37,0,AM_6,"Analytics,Security",52.88335442,48.5783847,Other,Billing,1,0,0,0,52.7
InsightlySoft,chat,2025-06-23 19:01:37,1,5,2,Enterprise,7740.04,34,2,AM_14,"Security,Collaboration,Billing",49.96857641,41.53723637,Feature Request,Billing,0,0,0,1,58.6
InsightlySoft,email,2025-07-07 12:01:37,0,5,2,Basic,1675.04,55,1,AM_16,Security,71.3651785,37.35717386,Feature Request,Integration,0,0,0,0,61.5
GlobalFinance Corp,chat,2025-07-13 13:01:37,1,1,1,Basic,3313.77,45,0,AM_12,Collaboration,64.0899887,25.68923399,Feature Request,Integration,0,0,0,0,72.9
GlobalFinance Corp,chat,2025-06-24 2:01:37,1,3,3,Basic,5695.2,28,0,AM_3,Security,51.95113635,37.37407577,How-To,Security,0,0,0,0,56.2
GlobalFinance Corp,chat,2025-06-17 11:01:37,1,8,3,Basic,995.47,59,1,AM_0,"Integration,Billing",50.89914641,34.09139069,Feature Request,Security,1,0,0,0,72.1
InsightlySoft,chat,2025-06-30 3:01:37,1,3,2,Basic,1477.96,7,1,AM_11,"Billing,Integration,Security",46.67708939,44.62893614,How-To,Analytics,0,0,0,0,32.2
GlobalFinance Corp,email,2025-06-21 16:01:37,0,6,7,Basic,1127.96,53,3,AM_3,"Billing,Security",55.26955801,36.75980013,Feature Request,Security,0,0,0,0,42.3
InsightlySoft,web_form,2025-07-02 7:01:37,2,1,4,Basic,997.5,40,0,AM_0,"Integration,Billing,Security",44.29151227,48.50046517,Performance,Integration,0,0,0,0,44.2
InsightlySoft,chat,2025-06-14 18:01:37,0,3,7,Pro,2141.9,57,2,AM_5,Integration,40.59571876,51.79825803,Other,Security,1,0,0,0,46.2
GlobalFinance Corp,email,2025-07-06 18:01:37,0,2,1,Basic,2373.9,52,0,AM_10,"Collaboration,Billing,Security",61.93529929,38.49082031,How-To,Analytics,1,1,0,1,84.4
GlobalFinance Corp,chat,2025-06-16 18:01:37,1,1,2,Pro,239.8,11,2,AM_17,"Integration,Security,Analytics",40.35439407,39.18228372,Bug,Integration,0,0,0,0,35.8
InsightlySoft,email,2025-07-12 2:01:37,2,2,7,Basic,3356.07,44,2,AM_17,"Billing,Analytics,Collaboration",47.64162037,34.83336944,How-To,Collaboration,1,0,0,0,51.9
InsightlySoft,email,2025-06-17 2:01:37,1,3,3,Enterprise,1634.19,32,0,AM_19,Analytics,44.12313893,23.17715884,Other,Collaboration,0,0,0,1,57.5
GlobalFinance Corp,email,2025-07-05 19:01:37,1,4,7,Basic,6609.02,50,1,AM_5,"Collaboration,Integration",47.32887146,23.4749388,How-To,Collaboration,0,0,0,0,49.9
GlobalFinance Corp,web_form,2025-07-07 20:01:37,2,2,2,Enterprise,6502.13,50,0,AM_13,Collaboration,50.01837462,43.35214616,How-To,Analytics,0,0,0,1,50.2
GlobalFinance Corp,email,2025-06-22 3:01:37,1,2,1,Basic,3819.89,32,0,AM_5,"Integration,Analytics",48.06151875,47.1924979,Other,Analytics,1,0,0,0,41.4
InsightlySoft,email,2025-07-05 2:01:37,2,3,7,Pro,5767.99,59,2,AM_14,"Analytics,Integration",39.2373396,31.57522149,Feature Request,Integration,0,0,0,0,32.8
InsightlySoft,web_form,2025-06-22 5:01:37,0,5,1,Basic,7672.98,31,1,AM_0,"Analytics,Collaboration",43.9169692,33.60786972,Other,Collaboration,0,0,0,1,47
InsightlySoft,web_form,2025-07-06 15:01:37,0,3,1,Basic,2583.48,48,3,AM_16,"Billing,Analytics",54.54144164,33.73779432,Performance,Billing,0,0,1,1,66.5
InsightlySoft,email,2025-06-23 16:01:37,1,3,2,Pro,10716.64,20,0,AM_11,"Integration,Analytics",50.2367602,29.56974963,Feature Request,Security,0,0,0,1,62.7
InsightlySoft,web_form,2025-06-30 20:01:37,1,2,2,Pro,9329.99,54,1,AM_2,Collaboration,51.95233269,53.85696692,How-To,Collaboration,1,0,0,1,74.3
InsightlySoft,chat,2025-07-02 2:01:37,1,1,4,Enterprise,349.21,6,3,AM_1,Security,57.04198033,33.02904919,Other,Collaboration,0,0,0,1,65.8
GlobalFinance Corp,chat,2025-06-26 13:01:37,0,3,5,Pro,2219.18,50,0,AM_5,"Security,Billing",53.39472569,45.01099104,Performance,Collaboration,0,0,0,0,58.4
InsightlySoft,web_form,2025-07-01 7:01:37,1,4,3,Basic,364.7,49,0,AM_4,"Collaboration,Integration,Analytics",42.00781177,17.95365122,Performance,Collaboration,0,0,0,0,32.5
InsightlySoft,web_form,2025-06-23 20:01:37,0,2,2,Enterprise,3457.31,18,0,AM_7,Analytics,51.25095487,45.70375536,Bug,Integration,1,0,0,1,73.8
InsightlySoft,email,2025-06-28 9:01:37,0,1,7,Pro,4348.03,56,0,AM_1,"Analytics,Billing",51.0061126,52.6939594,Performance,Security,0,0,1,1,60.7
GlobalFinance Corp,web_form,2025-06-19 19:01:37,0,5,5,Basic,6480.08,21,0,AM_11,"Integration,Collaboration",32.1324086,38.6247625,Bug,Collaboration,0,0,0,0,21
InsightlySoft,email,2025-07-08 13:01:37,2,2,3,Enterprise,3149.55,3,1,AM_6,"Collaboration,Billing,Security",31.27625153,41.81141107,Performance,Integration,0,0,0,1,51.9
InsightlySoft,chat,2025-06-27 21:01:37,2,2,6,Enterprise,1815.37,41,2,AM_13,"Billing,Security,Analytics",52.44992147,43.90681906,Other,Collaboration,0,0,1,1,60.7
GlobalFinance Corp,web_form,2025-07-02 23:01:37,2,5,4,Basic,508.58,28,1,AM_9,"Integration,Billing",42.37257687,40.49019599,How-To,Billing,0,0,0,0,47.8
InsightlySoft,email,2025-06-29 16:01:37,0,1,1,Basic,400.95,28,1,AM_19,"Integration,Billing,Analytics",43.38374129,34.70937675,Feature Request,Integration,0,0,0,0,45.1
InsightlySoft,email,2025-06-28 23:01:37,0,3,7,Basic,1994.65,32,1,AM_13,Analytics,50.7360321,29.64983226,Performance,Billing,1,0,0,0,55.3
InsightlySoft,chat,2025-07-06 12:01:37,0,6,1,Pro,5361.17,39,2,AM_10,"Billing,Integration",48.1515014,42.12749965,Performance,Collaboration,1,0,0,0,66
InsightlySoft,web_form,2025-06-21 14:01:37,1,4,7,Pro,4167.52,24,3,AM_18,Billing,47.43129646,26.34708732,Bug,Security,0,0,0,0,42.5
InsightlySoft,chat,2025-06-29 22:01:37,2,6,1,Pro,6380.9,54,0,AM_0,"Collaboration,Billing",62.96258826,41.47338431,How-To,Integration,1,1,0,1,95.9
GlobalFinance Corp,email,2025-06-22 6:01:37,1,0,1,Pro,4997.87,7,1,AM_1,Security,45.49960592,27.87887114,Other,Billing,0,0,0,0,48.1
GlobalFinance Corp,email,2025-06-26 21:01:37,0,3,5,Basic,690,19,1,AM_2,"Analytics,Security",50.60381997,27.10431318,Other,Billing,1,1,0,1,55.2
GlobalFinance Corp,web_form,2025-07-14 1:01:37,1,5,2,Basic,670.65,1,0,AM_4,Billing,42.11384008,19.54301171,How-To,Security,0,0,0,0,34.6
InsightlySoft,email,2025-06-18 3:01:37,0,3,4,Enterprise,1837.54,33,1,AM_10,"Collaboration,Analytics,Integration",58.35222287,31.92256326,Other,Integration,0,0,0,1,64.5
InsightlySoft,web_form,2025-06-28 23:01:37,2,4,7,Enterprise,636.45,33,2,AM_18,"Billing,Collaboration",51.36518809,44.54015444,Feature Request,Analytics,0,0,0,1,75
InsightlySoft,chat,2025-06-16 10:01:37,2,1,2,Basic,622.82,11,3,AM_6,"Collaboration,Analytics",65.61335337,41.23788541,Other,Billing,0,0,0,0,55.5
GlobalFinance Corp,web_form,2025-06-23 16:01:37,0,7,2,Basic,935.02,59,1,AM_15,"Security,Billing",49.43080741,32.36016641,Feature Request,Integration,0,0,0,0,56.7
InsightlySoft,web_form,2025-07-11 14:01:37,1,2,6,Basic,68.48,23,0,AM_19,"Billing,Collaboration",51.09334242,29.11969205,Performance,Analytics,0,0,0,0,66.4
InsightlySoft,email,2025-07-05 3:01:37,0,4,7,Basic,2541.29,50,2,AM_7,Billing,47.60106296,49.27309204,Other,Integration,0,1,0,1,59.6
GlobalFinance Corp,email,2025-06-14 22:01:37,2,4,7,Basic,1515.56,45,0,AM_3,"Collaboration,Analytics",63.72776265,18.54867826,Other,Collaboration,0,0,0,0,69.4
InsightlySoft,web_form,2025-07-04 10:01:37,0,1,6,Basic,813.05,28,1,AM_11,"Analytics,Security,Billing",51.685439,35.83493154,Feature Request,Billing,0,0,0,0,65.6
GlobalFinance Corp,email,2025-07-02 4:01:37,0,3,4,Basic,432.39,54,0,AM_17,Billing,47.18207074,27.10968409,Performance,Analytics,0,0,0,0,43.2
GlobalFinance Corp,email,2025-07-05 19:01:37,1,3,7,Pro,1825.59,47,0,AM_13,"Billing,Collaboration",39.06031575,37.26005761,Performance,Security,0,0,0,0,28.3
GlobalFinance Corp,email,2025-07-08 4:01:37,2,6,3,Enterprise,2763.6,17,0,AM_16,"Analytics,Billing",25.94102196,37.08668191,Bug,Security,0,0,0,1,43.1
InsightlySoft,web_form,2025-07-11 21:01:37,3,4,6,Enterprise,10866.73,10,2,AM_11,Integration,48.91634834,43.80996114,Performance,Collaboration,1,0,0,1,52.1
InsightlySoft,email,2025-06-28 9:01:37,3,3,7,Pro,878.38,8,0,AM_8,Collaboration,44.96892979,45.68581248,How-To,Collaboration,0,0,0,0,52.7
InsightlySoft,web_form,2025-07-11 5:01:37,1,3,6,Pro,80.06,53,0,AM_15,"Security,Analytics",16.41670538,20.47819099,Bug,Analytics,0,0,1,1,19.5
InsightlySoft,email,2025-07-03 15:01:37,0,3,5,Basic,3995.59,9,0,AM_9,Analytics,43.89758635,29.92984004,Performance,Billing,1,0,1,1,59.1
InsightlySoft,chat,2025-07-11 21:01:37,1,3,6,Basic,804.3,19,2,AM_19,"Collaboration,Analytics,Billing",37.59633184,36.68016557,Feature Request,Billing,0,0,0,0,34.4
InsightlySoft,email,2025-06-19 7:01:37,1,4,5,Pro,1986.48,50,0,AM_19,"Security,Integration",64.67182702,44.7375111,How-To,Security,2,0,0,0,72.3
InsightlySoft,email,2025-06-30 7:01:37,2,3,2,Basic,4954.3,8,0,AM_10,"Security,Analytics",47.37212746,40.68155583,Bug,Collaboration,0,0,1,1,56.1
GlobalFinance Corp,web_form,2025-06-16 17:01:37,0,1,2,Basic,113.03,59,1,AM_8,Security,60.37463001,26.22785119,Other,Security,1,0,0,0,74.6
InsightlySoft,web_form,2025-06-27 3:01:37,1,4,6,Pro,457.77,5,0,AM_0,"Collaboration,Security,Billing",52.50613447,37.71527203,Feature Request,Analytics,1,0,0,0,44.6
GlobalFinance Corp,email,2025-06-19 12:01:37,3,5,5,Basic,310.01,14,1,AM_15,"Security,Collaboration,Billing",58.17427153,42.56478393,How-To,Security,1,0,0,0,51.7
InsightlySoft,chat,2025-07-07 12:01:37,0,5,2,Enterprise,798.65,45,0,AM_3,"Integration,Analytics",71.00900593,28.86618808,Feature Request,Security,0,0,0,1,90.5
InsightlySoft,email,2025-06-16 13:01:37,1,3,2,Enterprise,569.97,33,1,AM_7,"Collaboration,Security,Integration",56.17317007,30.16889248,Bug,Collaboration,1,1,0,1,81.5
InsightlySoft,email,2025-07-09 23:01:37,0,3,4,Basic,1142.03,43,2,AM_1,"Collaboration,Analytics,Security",80.09528691,31.49859437,How-To,Collaboration,0,1,1,1,99.3
GlobalFinance Corp,chat,2025-07-05 14:01:37,1,5,7,Basic,4114.86,44,4,AM_13,"Billing,Collaboration,Integration",54.24372462,30.3403732,Bug,Billing,1,0,1,1,55
GlobalFinance Corp,web_form,2025-07-13 11:01:37,0,3,1,Basic,129.8,38,0,AM_8,"Security,Collaboration",60.20004133,34.25958817,Bug,Billing,0,0,0,0,64.1
GlobalFinance Corp,email,2025-06-22 23:01:37,1,2,1,Enterprise,229.88,12,2,AM_13,"Billing,Integration",44.65638726,35.90367899,Performance,Billing,1,0,0,1,65.2
GlobalFinance Corp,web_form,2025-06-30 11:01:37,2,3,2,Basic,2492.57,3,3,AM_13,"Collaboration,Integration,Security",33.72808582,35.90369083,Feature Request,Security,0,0,0,0,35.7
InsightlySoft,web_form,2025-06-29 1:01:37,2,1,1,Basic,2203.53,40,0,AM_11,"Integration,Collaboration,Billing",22.97602345,39.66995001,Performance,Security,0,0,0,0,19.1
GlobalFinance Corp,chat,2025-07-09 8:01:37,0,4,4,Basic,1927.79,29,2,AM_10,"Collaboration,Analytics",56.83806504,33.28795617,Performance,Integration,1,0,0,0,49.1
InsightlySoft,chat,2025-06-19 1:01:37,2,5,5,Basic,2176.45,22,0,AM_0,"Security,Billing",43.13980826,27.66329985,Feature Request,Analytics,0,0,0,0,49.1
InsightlySoft,web_form,2025-06-22 7:01:37,3,3,1,Pro,4064.84,34,0,AM_0,Analytics,44.60127214,28.45108694,How-To,Integration,0,0,0,0,41.4
GlobalFinance Corp,email,2025-07-14 16:01:37,0,3,2,Basic,2574.87,6,1,AM_10,Billing,44.45057486,40.00075748,Feature Request,Analytics,1,0,0,0,44.1
GlobalFinance Corp,web_form,2025-07-10 13:01:37,1,1,5,Pro,1831.79,35,1,AM_19,"Integration,Analytics,Billing",41.33215221,29.90620165,Other,Collaboration,0,0,0,0,55.6
GlobalFinance Corp,email,2025-06-22 13:01:37,3,2,1,Pro,255.86,39,0,AM_14,"Billing,Integration",64.57150192,39.0981199,How-To,Security,1,0,0,0,55.4
GlobalFinance Corp,email,2025-07-12 8:01:37,1,2,7,Pro,11039.3,16,2,AM_8,"Collaboration,Analytics",39.17907316,39.81641937,Performance,Integration,0,0,0,1,37.2
GlobalFinance Corp,chat,2025-06-28 13:01:37,0,6,7,Pro,820.68,31,0,AM_19,"Analytics,Integration",52.88994942,44.34340923,Bug,Security,0,0,0,0,65.9
GlobalFinance Corp,email,2025-06-15 22:01:37,2,5,1,Enterprise,6101.29,49,1,AM_16,"Billing,Security,Analytics",52.88935265,28.64101474,Bug,Integration,1,0,1,1,66.5
GlobalFinance Corp,email,2025-06-30 13:01:37,0,4,2,Pro,1429.16,44,0,AM_9,Collaboration,33.15693466,29.31624774,Performance,Billing,0,0,1,1,44.7
GlobalFinance Corp,web_form,2025-07-13 22:01:37,2,6,1,Pro,3455.44,15,0,AM_14,"Security,Integration",53.76725744,42.93707809,How-To,Analytics,0,1,0,1,64.4
InsightlySoft,chat,2025-07-04 3:01:37,2,4,6,Pro,1816.12,46,1,AM_11,"Collaboration,Integration",36.50190725,21.20960204,Other,Billing,0,0,0,0,23.8
GlobalFinance Corp,email,2025-07-01 13:01:37,1,1,3,Basic,1311.62,1,2,AM_4,Security,47.09739069,40.94322137,How-To,Security,0,0,0,0,50.6
GlobalFinance Corp,email,2025-07-13 4:01:37,0,6,1,Enterprise,2858.13,58,0,AM_13,"Billing,Security",44.16464079,44.4522344,Feature Request,Collaboration,0,1,0,1,49.3
InsightlySoft,chat,2025-06-17 6:01:37,1,2,3,Basic,2304.3,44,0,AM_9,"Collaboration,Billing",48.53414173,21.40204766,Other,Collaboration,1,0,0,0,61
GlobalFinance Corp,web_form,2025-06-22 9:01:37,0,2,1,Basic,793.59,20,1,AM_19,Security,54.02129022,37.09622785,Feature Request,Billing,0,0,0,0,56.7
InsightlySoft,chat,2025-06-28 16:01:37,1,3,7,Pro,1229.51,23,0,AM_0,Integration,39.19233584,32.01872294,How-To,Integration,2,0,1,1,64.5
InsightlySoft,chat,2025-06-18 9:01:37,4,5,4,Basic,104.94,20,2,AM_15,"Analytics,Integration",42.16535231,47.94561164,Performance,Billing,0,0,0,0,40.7
GlobalFinance Corp,email,2025-07-13 16:01:37,1,3,1,Pro,645.47,32,0,AM_3,"Security,Billing",31.73574482,49.65195963,Performance,Collaboration,0,0,0,0,36
InsightlySoft,email,2025-06-25 20:01:37,1,3,4,Basic,1227.67,46,0,AM_4,"Analytics,Security",37.12376538,55.44891294,Feature Request,Billing,1,0,0,0,27
InsightlySoft,web_form,2025-06-16 9:01:37,0,1,2,Enterprise,10739.68,48,1,AM_8,Billing,55.60215142,47.9170987,Other,Analytics,0,0,0,1,63.8
InsightlySoft,email,2025-07-01 7:01:37,1,2,3,Enterprise,2246.54,25,1,AM_16,"Security,Collaboration",44.29201699,47.69873814,Feature Request,Billing,0,0,0,1,48.1
InsightlySoft,email,2025-06-23 9:01:37,2,3,2,Pro,3619.89,47,2,AM_5,Analytics,57.10274126,57.20900428,Other,Integration,1,0,0,0,73.4
GlobalFinance Corp,chat,2025-07-14 5:01:37,2,1,2,Basic,3358.9,8,1,AM_4,"Security,Analytics",38.49150708,37.17533136,Bug,Security,0,0,0,0,39.9
InsightlySoft,email,2025-06-21 10:01:37,0,1,7,Basic,11872.31,53,0,AM_17,"Integration,Analytics,Collaboration",40.29283703,41.05074357,How-To,Billing,1,0,0,1,53.1
GlobalFinance Corp,web_form,2025-06-29 7:01:37,1,4,1,Enterprise,2433.53,33,1,AM_16,"Analytics,Security",59.03773752,48.65854735,Performance,Analytics,0,0,1,1,72.2
InsightlySoft,chat,2025-07-02 15:01:37,0,2,4,Basic,2642.01,45,3,AM_10,"Analytics,Collaboration",50.29143845,35.29331364,Performance,Integration,1,0,0,0,49.9
InsightlySoft,web_form,2025-06-30 22:01:37,3,4,2,Basic,1070.33,30,3,AM_2,"Security,Collaboration",33.08853472,29.97946428,Other,Analytics,0,0,0,0,35.7
InsightlySoft,chat,2025-06-19 12:01:37,1,4,5,Enterprise,2951.44,3,1,AM_5,"Collaboration,Billing,Security",42.340021,31.1416311,Bug,Integration,1,0,1,1,44.9
InsightlySoft,email,2025-07-03 21:01:37,1,1,5,Pro,4253.04,24,0,AM_8,Integration,56.61166428,33.53758348,Performance,Collaboration,0,0,0,0,51.3
GlobalFinance Corp,chat,2025-07-06 5:01:37,1,3,1,Basic,326.95,12,2,AM_12,"Analytics,Billing",46.31647555,35.69093671,Feature Request,Collaboration,1,0,0,0,59.8
GlobalFinance Corp,chat,2025-06-15 17:01:37,0,3,1,Enterprise,1962.5,31,1,AM_0,Integration,60.17349856,30.78718957,Feature Request,Security,0,0,0,1,70.9
InsightlySoft,email,2025-06-16 3:01:37,1,1,2,Pro,1644.03,7,1,AM_14,Billing,35.06720055,22.53301492,Performance,Security,1,0,0,0,29.7
InsightlySoft,email,2025-06-28 15:01:37,0,3,7,Basic,361.71,40,0,AM_19,"Collaboration,Security,Integration",60.13426155,46.08996331,Other,Integration,0,0,0,0,55.3
GlobalFinance Corp,web_form,2025-06-25 6:01:37,1,2,4,Basic,1252.41,17,0,AM_3,"Analytics,Integration,Security",36.17801153,54.37972449,How-To,Analytics,0,0,0,0,44
InsightlySoft,web_form,2025-06-27 11:01:37,0,5,6,Basic,2298.31,50,0,AM_1,"Collaboration,Integration",50.45064987,24.47541317,Bug,Analytics,0,0,0,0,48.9
InsightlySoft,email,2025-07-11 21:01:37,1,5,6,Pro,3148.35,10,0,AM_15,"Integration,Billing",57.47377809,26.25029595,How-To,Billing,0,0,0,0,73
InsightlySoft,email,2025-06-25 2:01:37,1,6,4,Basic,1022.8,15,0,AM_5,"Billing,Security,Collaboration",49.29745043,30.72599186,Bug,Collaboration,0,0,0,0,52.5
GlobalFinance Corp,email,2025-07-10 10:01:37,1,3,5,Basic,1940.51,55,2,AM_19,"Integration,Security,Billing",53.71857617,26.0190407,Performance,Billing,1,0,1,1,70.9
GlobalFinance Corp,chat,2025-07-08 1:01:37,1,2,3,Pro,3973.67,21,2,AM_14,"Integration,Billing",58.24684982,32.5095042,Other,Security,0,0,0,0,71.1
GlobalFinance Corp,chat,2025-07-06 10:01:37,3,1,1,Pro,1645.83,21,1,AM_18,"Collaboration,Analytics",52.74663731,35.96026134,Feature Request,Collaboration,0,0,0,0,50.6
InsightlySoft,chat,2025-07-05 18:01:37,0,2,7,Enterprise,8479.14,29,0,AM_6,Billing,44.87753214,40.17545757,Feature Request,Analytics,2,0,0,1,57.8
InsightlySoft,email,2025-07-05 22:01:37,1,1,7,Enterprise,93.56,42,0,AM_10,"Collaboration,Analytics",45.7216822,33.26079276,Feature Request,Collaboration,0,0,0,1,52.4
GlobalFinance Corp,web_form,2025-06-23 14:01:37,3,3,2,Enterprise,904.24,41,1,AM_17,"Billing,Analytics,Collaboration",39.54406117,47.90188397,Other,Security,0,1,0,1,62.9
GlobalFinance Corp,email,2025-07-14 2:01:37,3,4,2,Basic,429.5,1,2,AM_7,Analytics,35.83373528,28.1893086,How-To,Collaboration,0,0,0,0,36.7
GlobalFinance Corp,chat,2025-06-24 0:01:37,0,4,3,Pro,2338.02,21,1,AM_1,Security,61.16511203,31.38885117,Performance,Security,0,1,1,1,60
GlobalFinance Corp,chat,2025-06-30 22:01:37,1,1,2,Basic,585.76,55,2,AM_11,Collaboration,54.13443161,54.70819506,Other,Analytics,0,0,0,0,48.3
InsightlySoft,email,2025-06-14 21:01:37,2,1,7,Basic,4062.53,5,1,AM_7,Analytics,62.46942475,37.96880078,Performance,Integration,0,1,0,1,71.8
GlobalFinance Corp,email,2025-06-21 19:01:37,1,5,7,Pro,7515.94,15,0,AM_0,Analytics,54.08385093,39.72373216,Performance,Collaboration,0,0,0,1,71.6
InsightlySoft,chat,2025-06-19 17:01:37,0,3,5,Pro,696.55,46,2,AM_6,Analytics,44.45541021,29.40785145,How-To,Integration,0,1,0,1,54.8
GlobalFinance Corp,chat,2025-07-04 2:01:37,0,0,6,Pro,7117.84,26,1,AM_8,"Collaboration,Billing,Integration",36.3341,37.51324411,Feature Request,Security,0,0,0,1,43.6
InsightlySoft,chat,2025-07-07 14:01:37,0,8,2,Basic,2997.02,11,1,AM_8,"Integration,Billing,Collaboration",42.8579808,36.50206459,Bug,Collaboration,1,0,0,0,49.4
GlobalFinance Corp,email,2025-06-17 17:01:37,1,2,3,Basic,655.1,55,0,AM_1,"Security,Analytics",54.74495645,36.87155917,Other,Analytics,0,0,0,0,42
GlobalFinance Corp,chat,2025-06-24 0:01:37,1,5,3,Basic,4001.62,49,0,AM_3,"Security,Collaboration,Integration",40.86899218,38.82276323,Other,Collaboration,0,1,0,1,51.3
GlobalFinance Corp,chat,2025-06-25 3:01:37,1,3,4,Enterprise,285.81,21,1,AM_13,"Security,Collaboration,Analytics",61.17984596,46.35505414,Other,Analytics,0,0,0,1,76.3
GlobalFinance Corp,web_form,2025-06-28 18:01:37,0,2,7,Basic,3534.41,46,0,AM_13,"Analytics,Billing",44.38669894,25.92359435,Performance,Security,1,0,0,0,38
InsightlySoft,email,2025-06-16 0:01:37,0,7,2,Basic,5925.49,6,0,AM_7,Collaboration,35.94798966,40.73032069,How-To,Integration,0,0,0,0,32.7
GlobalFinance Corp,web_form,2025-06-20 5:01:37,1,0,6,Enterprise,9009.84,54,1,AM_8,"Billing,Integration,Analytics",44.85506194,38.0171873,Other,Billing,0,0,0,1,61.7
InsightlySoft,web_form,2025-06-15 14:01:37,2,3,1,Basic,168.22,4,0,AM_2,"Analytics,Integration,Collaboration",50.30808941,41.55427229,Performance,Billing,0,0,0,0,52.9
InsightlySoft,chat,2025-06-23 15:01:37,1,4,2,Basic,191.81,45,0,AM_18,Analytics,65.00465432,43.77878077,How-To,Collaboration,0,1,0,1,79.4
InsightlySoft,email,2025-06-22 19:01:37,3,4,1,Pro,7995.18,21,1,AM_5,Integration,49.13442742,34.32347898,Bug,Integration,0,0,0,1,76.4
InsightlySoft,chat,2025-07-01 5:01:37,1,4,3,Basic,4676.13,56,0,AM_0,"Billing,Collaboration,Integration",41.78018847,34.34864233,How-To,Analytics,0,1,0,1,60.1
GlobalFinance Corp,email,2025-07-05 20:01:37,0,8,7,Basic,4465.21,54,0,AM_17,Integration,62.17157992,41.13688444,Feature Request,Billing,0,0,0,0,59.4
InsightlySoft,web_form,2025-07-06 2:01:37,0,4,1,Pro,4071.63,17,2,AM_7,"Security,Billing,Integration",59.4926192,29.52077647,Bug,Integration,0,0,1,1,73.9
InsightlySoft,email,2025-07-07 17:01:37,0,2,2,Basic,3790.42,53,1,AM_6,Analytics,46.91886843,34.78359273,Bug,Integration,0,0,0,0,40.1
InsightlySoft,chat,2025-07-01 0:01:37,0,1,3,Pro,2849.72,31,0,AM_6,"Integration,Security",31.81403931,36.86728479,Bug,Security,0,0,0,0,29
GlobalFinance Corp,chat,2025-07-03 2:01:37,1,2,5,Enterprise,5025.77,44,1,AM_9,"Integration,Billing,Analytics",42.17843844,44.35275521,Performance,Billing,0,0,0,1,57.8
