report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1926,2024-03-18 21:51:37.297188,Uptown,pothole,48.0,0,1,5.0,0,1,3.0,4.43,378,21
RPT-1927,2024-05-19 21:43:56.260816,Riverside,vandalism,38.1,1,2,9.9,1,0,3.1,4.78,961,21
RPT-1928,2023-07-30 12:41:20.115510,Uptown,vandalism,23.4,0,3,10.0,1,1,3.4,1.19,682,12
RPT-1929,2024-02-10 06:01:45.589560,Tech District,pothole,77.0,1,10,6.6,1,0,4.1,2.25,662,6
RPT-1930,2023-05-09 10:13:17.186303,Downtown,noise,6.3,0,2,1.8,0,0,3.8,2.19,135,10
RPT-1931,2024-12-26 03:52:56.116892,Riverside,noise,8.0,0,1,8.5,0,1,4.1,6.53,705,3
RPT-1932,2024-11-28 17:47:20.839232,Tech District,noise,3.3,0,2,2.9,0,0,3.0,2.98,223,17
RPT-1933,2024-11-18 17:43:52.988202,Riverside,pothole,46.7,0,1,4.3,0,0,4.3,3.77,285,17
RPT-1934,2024-03-24 15:36:45.163764,Riverside,vandalism,26.8,0,1,5.3,1,0,3.7,1.87,517,15
RPT-1935,2023-02-14 12:43:30.493669,Old Town,pothole,45.4,0,1,9.7,0,0,4.5,3.18,799,12
RPT-1936,2024-10-13 14:40:41.533493,Uptown,lighting,19.6,0,3,3.5,1,1,4.2,0.0,281,14
RPT-1937,2024-06-24 06:19:06.073269,Downtown,vandalism,41.1,1,0,10.0,0,0,4.0,4.95,937,6
RPT-1938,2024-08-24 22:22:27.433853,Old Town,noise,7.8,0,18,3.7,1,1,5.0,1.39,269,22
RPT-1939,2024-11-29 16:09:36.573685,Riverside,pothole,44.0,0,3,4.0,0,0,3.5,4.1,283,16
RPT-1940,2023-11-15 12:11:37.747927,Downtown,vandalism,35.1,1,3,7.6,0,0,3.6,1.37,734,12
RPT-1941,2023-01-17 09:40:32.510259,Uptown,vandalism,29.4,0,1,9.5,0,0,5.0,0.51,782,9
RPT-1942,2024-12-19 07:56:03.210260,Downtown,pothole,45.9,0,3,5.2,0,0,4.2,0.05,463,7
RPT-1943,2024-12-03 18:53:52.540627,Old Town,noise,5.2,0,1,3.4,0,0,4.4,0.67,254,18
RPT-1944,2023-01-15 09:16:58.317777,Old Town,vandalism,33.4,1,3,8.7,1,1,3.0,5.33,949,9
RPT-1945,2023-05-23 01:51:52.920123,Uptown,pothole,68.1,1,2,7.4,0,0,3.7,4.43,807,1
RPT-1946,2024-06-14 13:26:25.742341,Riverside,pothole,46.5,0,7,8.6,0,0,3.3,3.04,767,13
RPT-1947,2024-07-12 01:07:48.489207,Old Town,pothole,71.6,1,1,7.6,0,0,4.4,2.5,792,1
RPT-1948,2023-08-29 08:11:57.142004,Tech District,noise,8.3,0,3,3.5,0,0,5.0,0.0,248,8
RPT-1949,2023-06-28 12:59:20.713054,Tech District,lighting,11.3,0,1,6.5,0,0,3.1,0.96,439,12
RPT-1950,2023-03-10 14:41:01.354299,Riverside,noise,2.5,0,4,2.1,0,0,5.0,3.19,223,14
RPT-1951,2024-10-07 04:17:20.016319,Riverside,lighting,12.7,0,2,5.3,0,0,4.3,1.49,521,4
RPT-1952,2024-02-03 07:03:42.392437,Downtown,lighting,10.6,0,14,5.0,1,0,5.0,5.33,467,7
RPT-1953,2024-12-27 21:01:11.366557,Old Town,pothole,72.1,1,2,7.9,0,1,4.9,6.88,874,21
RPT-1954,2023-10-19 20:27:38.684869,Tech District,vandalism,26.0,0,0,7.6,0,0,4.0,1.66,545,20
RPT-1955,2024-06-08 03:35:35.818564,Tech District,pothole,70.3,1,2,10.0,1,1,3.0,5.23,1000,3
RPT-1956,2023-06-25 22:48:50.299976,Tech District,noise,1.8,0,0,5.7,1,0,4.8,1.95,455,22
RPT-1957,2023-04-13 00:47:26.816686,Tech District,vandalism,37.2,1,5,9.4,0,0,2.8,1.5,958,0
RPT-1958,2024-11-23 01:18:29.390177,Uptown,vandalism,23.5,0,5,8.8,1,0,4.9,7.17,725,1
RPT-1959,2024-02-08 13:00:01.687807,Riverside,noise,6.0,0,8,7.4,0,0,2.0,2.57,654,13
RPT-1960,2023-03-26 09:24:52.212726,Downtown,lighting,14.9,0,0,8.8,1,0,5.0,3.8,719,9
RPT-1961,2024-04-20 22:05:12.866885,Downtown,noise,4.1,1,1,4.0,1,1,3.1,4.0,470,22
RPT-1962,2023-06-17 22:18:24.734030,Riverside,noise,9.8,0,0,5.8,1,0,4.0,4.73,444,22
RPT-1963,2024-11-30 17:22:53.756607,Riverside,noise,1.0,0,3,4.5,1,0,4.6,0.0,387,17
RPT-1964,2024-06-09 04:53:22.889151,Tech District,lighting,6.3,0,3,6.2,1,0,3.8,4.35,356,4
RPT-1965,2023-06-14 08:07:19.661088,Uptown,pothole,51.3,0,0,8.9,0,0,4.7,6.07,741,8
RPT-1966,2023-08-24 13:23:28.429855,Uptown,pothole,45.9,0,6,6.2,0,0,3.0,4.33,489,13
RPT-1967,2024-07-12 03:54:34.130415,Riverside,lighting,9.6,0,7,2.9,0,1,5.0,4.46,294,3
RPT-1968,2024-08-12 01:59:12.032049,Downtown,pothole,50.4,0,0,9.1,0,0,3.5,5.96,652,1
RPT-1969,2024-03-11 07:06:35.571892,Uptown,noise,6.6,0,1,1.2,0,1,4.0,0.47,98,7
RPT-1970,2023-12-27 14:20:01.245458,Uptown,pothole,77.3,1,2,9.3,0,1,4.0,0.0,1000,14
RPT-1971,2024-09-06 16:03:20.287417,Old Town,lighting,17.8,1,1,6.7,0,0,3.4,3.21,721,16
RPT-1972,2023-07-28 07:02:51.958700,Downtown,pothole,49.9,0,2,5.4,0,0,5.0,0.0,338,7
RPT-1973,2024-01-28 22:18:32.211881,Uptown,noise,2.2,0,3,3.1,1,0,4.5,3.95,282,22
RPT-1974,2023-12-13 05:06:06.981699,Tech District,lighting,10.6,0,12,4.4,0,1,3.8,2.91,419,5
RPT-1975,2024-06-07 08:32:11.701680,Tech District,noise,1.0,0,9,5.1,0,0,2.8,1.57,373,8
RPT-1976,2024-05-25 13:28:27.721649,Uptown,noise,8.7,1,2,6.8,1,0,3.5,0.0,759,13
RPT-1977,2024-03-28 02:22:37.435579,Tech District,pothole,49.4,0,2,8.2,0,1,4.8,4.57,702,2
RPT-1978,2024-12-12 08:56:02.909126,Downtown,lighting,16.2,1,2,5.3,0,1,2.8,2.19,637,8
RPT-1979,2023-05-27 19:11:11.278438,Uptown,noise,4.8,0,2,4.0,1,1,3.6,3.25,414,19
RPT-1980,2023-03-05 03:34:11.543450,Riverside,lighting,10.8,0,0,6.0,1,1,4.1,4.21,548,3
RPT-1981,2023-07-25 23:18:58.963269,Old Town,vandalism,37.1,1,16,8.9,0,1,3.1,1.87,943,23
RPT-1982,2023-04-27 21:29:13.050202,Uptown,noise,5.6,0,2,4.1,0,0,4.0,0.0,335,21
RPT-1983,2023-03-17 04:43:58.797356,Old Town,pothole,48.1,0,6,5.9,0,0,4.6,6.15,509,4
RPT-1984,2023-01-25 14:10:30.752357,Riverside,vandalism,36.4,1,2,10.0,0,0,2.5,5.31,1000,14
RPT-1985,2023-02-28 06:33:57.276921,Riverside,lighting,10.9,0,1,5.0,0,0,4.7,1.82,477,6
RPT-1986,2023-04-29 23:03:19.813153,Uptown,noise,1.7,0,2,1.4,1,0,3.3,2.98,47,23
RPT-1987,2023-09-06 00:38:58.761081,Uptown,vandalism,24.0,0,0,8.2,0,1,4.7,0.92,740,0
RPT-1988,2024-02-01 05:46:54.210046,Tech District,pothole,48.7,0,5,7.1,0,0,3.5,1.01,602,5
RPT-1989,2023-11-15 16:25:18.678450,Downtown,lighting,10.7,0,0,4.7,0,0,3.9,1.76,341,16
RPT-1990,2024-10-23 14:56:21.876698,Tech District,vandalism,36.9,1,0,10.0,0,0,2.0,0.06,1000,14
RPT-1991,2024-01-04 13:24:24.374736,Downtown,lighting,9.8,0,3,6.1,0,0,5.0,2.83,520,13
RPT-1992,2024-01-24 11:03:12.150009,Riverside,noise,3.2,0,1,7.7,0,0,5.0,3.02,635,11
RPT-1993,2023-01-31 13:23:32.821552,Old Town,pothole,76.1,1,12,7.5,0,0,3.4,3.87,699,13
RPT-1994,2023-10-31 21:52:06.606451,Old Town,lighting,14.6,0,3,8.6,0,0,4.0,4.74,679,21
RPT-1995,2024-02-05 07:28:47.049795,Downtown,pothole,53.1,0,0,5.9,0,0,4.8,1.45,540,7
RPT-1996,2023-11-15 01:36:25.497818,Downtown,noise,13.4,1,13,5.9,0,1,4.2,2.97,524,1
RPT-1997,2024-08-05 15:26:51.441298,Riverside,pothole,46.1,0,1,7.2,0,1,3.9,1.35,523,15
RPT-1998,2024-08-07 07:42:56.531360,Downtown,pothole,45.9,0,1,7.7,0,0,3.8,3.68,638,7
RPT-1999,2024-05-09 20:44:47.858359,Uptown,lighting,2.9,0,3,3.4,0,1,3.4,2.1,234,20
