report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1883,2023-05-14 10:17:18.708,Uptown,noise,4.0,0,2,6.1,1,1,4.0,1.29,497.0,10.0
RPT-1884,2024-05-05 08:42:16.102,Uptown,noise,13.0,1,2,6.6,1,1,4.3,5.36,724.0,8.0
RPT-1885,2024-07-12 05:59:13.082,Riverside,lighting,10.9,0,2,6.2,0,0,4.3,0.46,585.0,5.0
RPT-1886,2023-12-13 08:14:23.957,Riverside,noise,6.3,1,3,6.9,0,0,4.0,1.61,817.0,8.0
RPT-1887,2024-10-18 17:23:00.255,Downtown,noise,1.0,0,13,4.2,0,1,3.6,6.38,343.0,17.0
RPT-1888,2023-08-17 10:44:14.694,Tech District,lighting,3.9,0,1,5.5,0,0,3.9,4.61,495.0,10.0
RPT-1889,2023-06-25 18:29:32.858,Tech District,pothole,48.8,0,1,6.0,1,0,3.6,4.16,503.0,18.0
RPT-1890,2024-07-09 05:59:05.754,Downtown,vandalism,28.6,0,0,9.9,0,1,4.6,4.1,835.0,5.0
RPT-1891,2024-04-17 22:07:31.040,Tech District,noise,2.0,0,1,3.2,0,0,3.8,1.19,166.0,22.0
RPT-1892,2023-02-15 18:19:32.234,Uptown,vandalism,26.2,1,1,10.0,0,0,2.3,6.13,1000.0,18.0
RPT-1893,2024-12-19 08:07:53.935,Uptown,pothole,46.8,0,3,5.5,0,1,4.7,1.57,435.0,8.0
RPT-1894,2024-05-04 15:40:06.236,Tech District,noise,4.6,0,5,4.2,1,0,5.0,2.32,370.0,15.0
RPT-1895,2024-11-29 06:53:40.299,Riverside,noise,7.3,1,4,5.8,0,0,2.4,7.29,640.0,6.0
RPT-1896,2024-02-11 01:36:10.130,Downtown,pothole,48.5,0,1,8.7,1,1,4.4,0.0,681.0,1.0
RPT-1897,2024-12-20 03:05:09.091,Uptown,vandalism,36.7,1,1,10.0,0,0,3.6,5.86,986.0,3.0
RPT-1898,2024-12-23 06:16:28.475,Tech District,pothole,45.4,0,1,7.4,0,1,5.0,1.76,499.0,6.0
RPT-1899,2023-03-04 22:24:59.238,Downtown,pothole,52.0,0,1,3.4,1,0,5.0,0.42,274.0,22.0
RPT-1900,2024-02-09 14:29:12.866,Riverside,noise,7.7,0,1,4.6,0,1,3.6,3.38,328.0,14.0
RPT-1901,2023-04-02 16:59:40.112,Downtown,pothole,48.6,0,5,7.2,1,0,4.2,5.18,694.0,16.0
RPT-1902,2023-07-18 17:27:06.986,Downtown,noise,3.2,1,0,5.7,0,0,3.5,0.0,610.0,17.0
RPT-1903,2024-08-28 14:05:26.445,Downtown,pothole,41.6,0,3,8.3,0,0,4.5,3.47,607.0,14.0
RPT-1904,2024-10-09 09:35:18.597,Uptown,noise,2.5,0,0,2.9,0,0,3.9,1.48,193.0,9.0
RPT-1905,2024-04-25 01:32:18.316,Old Town,vandalism,22.8,0,1,7.4,0,0,4.2,0.8,681.0,1.0
RPT-1906,2024-09-26 14:32:36.907,Downtown,pothole,45.4,0,2,6.0,0,1,4.7,6.62,512.0,14.0
RPT-1907,2023-01-25 10:12:31.677,Riverside,vandalism,39.3,1,0,9.2,0,0,5.0,0.46,1000.0,10.0
RPT-1908,2024-11-01 02:57:25.677,Old Town,vandalism,35.7,1,5,10.0,0,0,4.2,0.0,964.0,2.0
RPT-1909,2024-11-20 19:05:28.600,Tech District,lighting,9.2,0,1,5.6,0,0,4.8,3.48,414.0,19.0
RPT-1910,2024-06-11 20:25:23.931,Uptown,pothole,49.1,0,0,6.2,0,0,4.3,2.83,503.0,20.0
RPT-1911,2023-06-10 04:03:59.939,Uptown,noise,8.4,1,1,3.6,1,0,3.6,3.95,463.0,4.0
RPT-1912,2024-09-03 12:15:25.110,Tech District,vandalism,35.7,1,4,8.3,0,0,3.1,1.15,776.0,12.0
RPT-1913,2024-08-14 08:54:24.972,Tech District,vandalism,21.9,0,2,9.2,0,0,4.3,1.26,706.0,8.0
RPT-1914,2024-04-27 01:06:30.471,Tech District,pothole,51.9,0,2,8.4,1,1,5.0,2.71,561.0,1.0
RPT-1915,2023-03-25 08:39:48.845,Tech District,vandalism,31.8,1,1,9.4,1,0,3.5,5.92,937.0,8.0
RPT-1916,2023-03-07 20:58:01.899,Riverside,lighting,15.2,0,1,7.1,0,0,5.0,3.57,469.0,20.0
RPT-1917,2024-05-13 11:44:20.843,Riverside,lighting,13.4,0,1,6.6,0,0,4.1,6.49,570.0,11.0
RPT-1918,2024-07-14 02:35:52.789,Old Town,lighting,19.7,1,15,8.6,1,0,2.9,2.55,835.0,2.0
RPT-1919,2023-10-05 13:04:51.474,Downtown,pothole,53.4,0,12,8.1,0,0,4.6,2.24,666.0,13.0
RPT-1920,2023-11-15 14:10:44.371,Downtown,lighting,12.9,0,5,6.1,0,0,3.6,0.0,412.0,14.0
RPT-1921,2024-12-19 09:58:47.087,Old Town,vandalism,21.6,0,2,6.6,0,0,4.6,1.99,519.0,9.0
RPT-1922,2023-04-18 14:43:41.496,Riverside,pothole,50.7,0,2,4.9,0,0,5.0,2.83,395.0,14.0
RPT-1923,2024-08-01 08:38:00.979,Riverside,noise,9.8,0,2,5.2,0,1,4.0,3.59,499.0,8.0
RPT-1924,2024-05-28 05:15:04.904,Downtown,noise,1.1,1,3,6.6,0,0,3.5,3.07,617.0,5.0
RPT-1925,2024-07-24 22:13:45.951,Old Town,vandalism,32.5,1,2,9.7,0,0,4.3,2.5,957.0,22.0
RPT-1926,2024-01-25 11:30:45.296,Uptown,pothole,48.0,0,1,5.0,0,1,3.0,4.43,378.0,11.0
RPT-1927,2024-01-03 20:49:40.708,Riverside,vandalism,38.1,1,2,9.9,0,0,3.1,4.78,961.0,20.0
RPT-1928,2024-12-28 01:52:25.572,Uptown,vandalism,23.4,0,3,10.0,1,1,3.4,1.19,682.0,1.0
RPT-1929,2023-12-11 10:20:34.307,Tech District,pothole,77.0,1,10,6.6,0,0,4.1,2.25,662.0,10.0
RPT-1930,2023-07-25 23:07:12.424,Downtown,noise,6.3,0,2,1.8,0,0,3.8,2.19,135.0,23.0
RPT-1931,2024-06-20 09:23:51.020,Riverside,noise,8.0,0,1,8.5,0,1,4.1,6.53,705.0,9.0
RPT-1932,2024-01-23 11:33:50.545,Tech District,noise,3.3,0,2,2.9,0,0,3.0,2.98,223.0,11.0
RPT-1933,2023-04-22 22:31:43.377,Riverside,pothole,46.7,0,1,4.3,1,0,4.3,3.77,285.0,22.0
RPT-1934,2023-09-17 09:06:02.902,Riverside,vandalism,26.8,0,1,5.3,1,0,3.7,1.87,517.0,9.0
RPT-1935,2023-08-13 18:29:46.018,Old Town,pothole,45.4,0,1,9.7,1,0,4.5,3.18,799.0,18.0
RPT-1936,2024-12-24 11:14:43.284,Uptown,lighting,19.6,0,3,3.5,0,1,4.2,0.0,281.0,11.0
RPT-1937,2023-11-25 01:32:38.892,Downtown,vandalism,41.1,1,0,10.0,1,0,4.0,4.95,937.0,1.0
RPT-1938,2024-05-20 12:21:11.506,Old Town,noise,7.8,0,18,3.7,0,1,5.0,1.39,269.0,12.0
RPT-1939,2023-05-30 13:23:39.685,Riverside,pothole,44.0,0,3,4.0,0,0,3.5,4.1,283.0,13.0
RPT-1940,2024-12-10 14:48:11.414,Downtown,vandalism,35.1,1,3,7.6,0,0,3.6,1.37,734.0,14.0
RPT-1941,2024-08-17 11:18:30.198,Uptown,vandalism,29.4,0,1,9.5,1,0,5.0,0.51,782.0,11.0
RPT-1942,2024-04-26 02:15:09.294,Downtown,pothole,45.9,0,3,5.2,0,0,4.2,0.05,463.0,2.0
RPT-1943,2023-07-06 05:54:12.523,Old Town,noise,5.2,0,1,3.4,0,0,4.4,0.67,254.0,5.0
RPT-1944,2024-02-14 10:58:46.602,Old Town,vandalism,33.4,1,3,8.7,0,1,3.0,5.33,949.0,10.0
RPT-1945,2023-08-26 23:50:08.250,Uptown,pothole,68.1,1,2,7.4,1,0,3.7,4.43,807.0,23.0
RPT-1946,2023-02-04 05:44:08.329,Riverside,pothole,46.5,0,7,8.6,1,0,3.3,3.04,767.0,5.0
RPT-1947,2024-05-23 22:58:12.717,Old Town,pothole,71.6,1,1,7.6,0,0,4.4,2.5,792.0,22.0
RPT-1948,2024-05-16 13:43:32.337,Tech District,noise,8.3,0,3,3.5,0,0,5.0,0.0,248.0,13.0
RPT-1949,2024-04-05 11:41:03.629,Tech District,lighting,11.3,0,1,6.5,0,0,3.1,0.96,439.0,11.0
RPT-1950,2024-03-20 18:19:04.496,Riverside,noise,2.5,0,4,2.1,0,0,5.0,3.19,223.0,18.0
RPT-1951,2024-10-17 05:57:32.795,Riverside,lighting,12.7,0,2,5.3,0,0,4.3,1.49,521.0,5.0
RPT-1952,2023-07-24 05:40:33.266,Downtown,lighting,10.6,0,14,5.0,0,0,5.0,5.33,467.0,5.0
RPT-1953,2023-05-21 17:26:14.121,Old Town,pothole,72.1,1,2,7.9,1,1,4.9,6.88,874.0,17.0
RPT-1954,2024-09-01 05:04:00.529,Tech District,vandalism,26.0,0,0,7.6,1,0,4.0,1.66,545.0,5.0
RPT-1955,2024-04-26 15:13:31.056,Tech District,pothole,70.3,1,2,10.0,0,1,3.0,5.23,1000.0,15.0
RPT-1956,2024-12-22 01:48:08.028,Tech District,noise,1.8,0,0,5.7,1,0,4.8,1.95,455.0,1.0
RPT-1957,2023-02-28 19:19:20.195,Tech District,vandalism,37.2,1,5,9.4,0,0,2.8,1.5,958.0,19.0
RPT-1958,2023-06-26 11:30:04.327,Uptown,vandalism,23.5,0,5,8.8,0,0,4.9,7.17,725.0,11.0
RPT-1959,2023-06-04 15:57:50.226,Riverside,noise,6.0,0,8,7.4,1,0,2.0,2.57,654.0,15.0
RPT-1960,2024-12-08 19:12:00.848,Downtown,lighting,14.9,0,0,8.8,1,0,5.0,3.8,719.0,19.0
RPT-1961,2023-04-13 04:36:58.627,Downtown,noise,4.1,1,1,4.0,0,1,3.1,4.0,470.0,4.0
RPT-1962,2023-09-25 23:35:54.014,Riverside,noise,9.8,0,0,5.8,0,0,4.0,4.73,444.0,23.0
RPT-1963,2024-05-28 12:27:50.323,Riverside,noise,1.0,0,3,4.5,0,0,4.6,0.0,387.0,12.0
RPT-1964,2023-02-18 22:04:04.298,Tech District,lighting,6.3,0,3,6.2,1,0,3.8,4.35,356.0,22.0
RPT-1965,2023-01-17 20:20:51.902,Uptown,pothole,51.3,0,0,8.9,0,0,4.7,6.07,741.0,20.0
RPT-1966,2023-01-28 09:29:47.160,Uptown,pothole,45.9,0,6,6.2,1,0,3.0,4.33,489.0,9.0
RPT-1967,2024-07-17 15:19:01.458,Riverside,lighting,9.6,0,7,2.9,0,1,5.0,4.46,294.0,15.0
RPT-1968,2023-01-07 22:04:40.707,Downtown,pothole,50.4,0,0,9.1,1,0,3.5,5.96,652.0,22.0
RPT-1969,2024-02-12 01:55:01.145,Uptown,noise,6.6,0,1,1.2,0,1,4.0,0.47,98.0,1.0
RPT-1970,2024-11-12 13:18:45.849,Uptown,pothole,77.3,1,2,9.3,0,1,4.0,0.0,1000.0,13.0
RPT-1971,2023-07-07 19:40:21.162,Old Town,lighting,17.8,1,1,6.7,0,0,3.4,3.21,721.0,19.0
RPT-1972,2024-06-14 12:48:55.862,Downtown,pothole,49.9,0,2,5.4,0,0,5.0,0.0,338.0,12.0
RPT-1973,2024-05-30 12:23:26.796,Uptown,noise,2.2,0,3,3.1,0,0,4.5,3.95,282.0,12.0
RPT-1974,2024-06-11 10:30:45.702,Tech District,lighting,10.6,0,12,4.4,0,1,3.8,2.91,419.0,10.0
RPT-1975,2023-03-14 00:06:36.252,Tech District,noise,1.0,0,9,5.1,0,0,2.8,1.57,373.0,0.0
RPT-1976,2024-12-13 02:20:50.392,Uptown,noise,8.7,1,2,6.8,0,0,3.5,0.0,759.0,2.0
RPT-1977,2024-10-29 18:30:05.990,Tech District,pothole,49.4,0,2,8.2,0,1,4.8,4.57,702.0,18.0
RPT-1978,2023-01-09 21:54:39.504,Downtown,lighting,16.2,1,2,5.3,0,1,2.8,2.19,637.0,21.0
RPT-1979,2024-08-15 17:44:39.391,Uptown,noise,4.8,0,2,4.0,0,1,3.6,3.25,414.0,17.0
RPT-1980,2023-04-03 08:37:10.540,Riverside,lighting,10.8,0,0,6.0,0,1,4.1,4.21,548.0,8.0
RPT-1981,2023-11-29 21:49:12.438,Old Town,vandalism,37.1,1,16,8.9,0,1,3.1,1.87,943.0,21.0
RPT-1982,2023-08-26 12:41:43.022,Uptown,noise,5.6,0,2,4.1,1,0,4.0,0.0,335.0,12.0
RPT-1983,2024-05-24 07:27:01.969,Old Town,pothole,48.1,0,6,5.9,0,0,4.6,6.15,509.0,7.0
RPT-1984,2023-01-29 15:07:36.930,Riverside,vandalism,36.4,1,2,10.0,1,0,2.5,5.31,1000.0,15.0
RPT-1985,2024-08-04 22:52:03.074,Riverside,lighting,10.9,0,1,5.0,1,0,4.7,1.82,477.0,22.0
RPT-1986,2024-08-14 13:52:45.511,Uptown,noise,1.7,0,2,1.4,0,0,3.3,2.98,47.0,13.0
RPT-1987,2023-07-18 12:45:15.788,Uptown,vandalism,24.0,0,0,8.2,0,1,4.7,0.92,740.0,12.0
RPT-1988,2024-11-24 22:48:53.366,Tech District,pothole,48.7,0,5,7.1,1,0,3.5,1.01,602.0,22.0
RPT-1989,2024-07-27 16:26:04.897,Downtown,lighting,10.7,0,0,4.7,1,0,3.9,1.76,341.0,16.0
RPT-1990,2024-04-03 13:09:37.457,Tech District,vandalism,36.9,1,0,10.0,0,0,2.0,0.06,1000.0,13.0
RPT-1991,2023-04-26 22:40:29.391,Downtown,lighting,9.8,0,3,6.1,0,0,5.0,2.83,520.0,22.0
RPT-1992,2023-03-24 09:25:11.238,Riverside,noise,3.2,0,1,7.7,0,0,5.0,3.02,635.0,9.0
RPT-1993,2024-06-23 22:51:17.558,Old Town,pothole,76.1,1,12,7.5,1,0,3.4,3.87,699.0,22.0
RPT-1994,2023-04-09 22:42:16.516,Old Town,lighting,14.6,0,3,8.6,1,0,4.0,4.74,679.0,22.0
RPT-1995,2024-09-20 05:34:40.302,Downtown,pothole,53.1,0,0,5.9,0,0,4.8,1.45,540.0,5.0
RPT-1996,2023-04-13 04:56:37.993,Downtown,noise,13.4,1,13,5.9,0,1,4.2,2.97,524.0,4.0
RPT-1997,2023-01-04 00:03:29.519,Riverside,pothole,46.1,0,1,7.2,0,1,3.9,1.35,523.0,0.0
RPT-1998,2024-02-09 05:35:04.879,Downtown,pothole,45.9,0,1,7.7,0,0,3.8,3.68,638.0,5.0
RPT-1999,2024-10-09 01:42:32.252,Uptown,lighting,2.9,0,3,3.4,0,1,3.4,2.1,234.0,1.0
